,mol,Eafw,enan,rxn_smiles,rxn_smiles_mapped
169,2dbp2,6.544923814,R,[Si@OH16-2]1([O+]=[C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])[H])([C](=[C]=[C]([H])[H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]([H])[c](-[c]3[c]([H])[c]([H])[c]([H])[c]([H])[c]3[H])[c]2[C]([H])([H])[H])-[c]2[c]([H])[c]([H])[c](-[c]3[c]([H])[c]([H])[c]([H])[c]([H])[c]3[H])[c]([C]([H])([H])[H])[n+]2[O]1>>[Si-]1([O][C@]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])([H])[C]([C]#[C][H])([H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]([H])[c](-[c]3[c]([H])[c]([H])[c]([H])[c]([H])[c]3[H])[c]2[C]([H])([H])[H])-[c]2[c]([H])[c]([H])[c](-[c]3[c]([H])[c]([H])[c]([H])[c]([H])[c]3[H])[c]([C]([H])([H])[H])[n+]2[O]1,[Si@OH16-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30](-[c:45]3[c:46]([H:51])[c:50]([H:52])[c:48]([H:53])[c:49]([H:54])[c:47]3[H:55])[c:29]2[C:44]([H:66])([H:67])[H:68])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35](-[c:40]3[c:56]([H:61])[c:60]([H:62])[c:58]([H:63])[c:59]([H:64])[c:57]3[H:65])[c:28]([C:41]([H:69])([H:70])[H:71])[n+:43]2[O:25]1>>[Si-:1]1([O:2][C@:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])([H:5])[C:16]([C:17]#[C:20][H:21])([H:18])[H:19])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30](-[c:45]3[c:46]([H:51])[c:50]([H:52])[c:48]([H:53])[c:49]([H:54])[c:47]3[H:55])[c:29]2[C:44]([H:66])([H:67])[H:68])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35](-[c:40]3[c:56]([H:61])[c:60]([H:62])[c:58]([H:63])[c:59]([H:64])[c:57]3[H:65])[c:28]([C:41]([H:69])([H:70])[H:71])[n+:43]2[O:25]1
170,2dbp3,12.4322177,R,[Si@OH5-2]1([O+]=[C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])[H])([C](=[C]=[C]([H])[H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]([H])[c](-[c]3[c]([H])[c]([H])[c]([H])[c]([H])[c]3[H])[c]2[C]([H])([H])[H])-[c]2[c]([H])[c]([H])[c](-[c]3[c]([H])[c]([H])[c]([H])[c]([H])[c]3[H])[c]([C]([H])([H])[H])[n+]2[O]1>>[Si-]1([O][C@]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])([H])[C]([C]#[C][H])([H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]([H])[c](-[c]3[c]([H])[c]([H])[c]([H])[c]([H])[c]3[H])[c]2[C]([H])([H])[H])-[c]2[c]([H])[c]([H])[c](-[c]3[c]([H])[c]([H])[c]([H])[c]([H])[c]3[H])[c]([C]([H])([H])[H])[n+]2[O]1,[Si@OH5-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30](-[c:45]3[c:46]([H:51])[c:50]([H:52])[c:48]([H:53])[c:49]([H:54])[c:47]3[H:55])[c:29]2[C:44]([H:66])([H:67])[H:68])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35](-[c:40]3[c:56]([H:61])[c:60]([H:62])[c:58]([H:63])[c:59]([H:64])[c:57]3[H:65])[c:28]([C:41]([H:69])([H:70])[H:71])[n+:43]2[O:25]1>>[Si-:1]1([O:2][C@:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])([H:5])[C:16]([C:17]#[C:20][H:21])([H:18])[H:19])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30](-[c:45]3[c:46]([H:51])[c:50]([H:52])[c:48]([H:53])[c:49]([H:54])[c:47]3[H:55])[c:29]2[C:44]([H:66])([H:67])[H:68])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35](-[c:40]3[c:56]([H:61])[c:60]([H:62])[c:58]([H:63])[c:59]([H:64])[c:57]3[H:65])[c:28]([C:41]([H:69])([H:70])[H:71])[n+:43]2[O:25]1
171,2dbp4,8.767562371,R,[Si@OH1-2]1([O+]=[C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])[H])([C](=[C]=[C]([H])[H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]([H])[c](-[c]3[c]([H])[c]([H])[c]([H])[c]([H])[c]3[H])[c]2[C]([H])([H])[H])-[c]2[c]([H])[c]([H])[c](-[c]3[c]([H])[c]([H])[c]([H])[c]([H])[c]3[H])[c]([C]([H])([H])[H])[n+]2[O]1>>[Si-]1([O][C@]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])([H])[C]([C]#[C][H])([H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]([H])[c](-[c]3[c]([H])[c]([H])[c]([H])[c]([H])[c]3[H])[c]2[C]([H])([H])[H])-[c]2[c]([H])[c]([H])[c](-[c]3[c]([H])[c]([H])[c]([H])[c]([H])[c]3[H])[c]([C]([H])([H])[H])[n+]2[O]1,[Si@OH1-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30](-[c:45]3[c:46]([H:51])[c:50]([H:52])[c:48]([H:53])[c:49]([H:54])[c:47]3[H:55])[c:29]2[C:44]([H:66])([H:67])[H:68])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35](-[c:40]3[c:56]([H:61])[c:60]([H:62])[c:58]([H:63])[c:59]([H:64])[c:57]3[H:65])[c:28]([C:41]([H:69])([H:70])[H:71])[n+:43]2[O:25]1>>[Si-:1]1([O:2][C@:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])([H:5])[C:16]([C:17]#[C:20][H:21])([H:18])[H:19])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30](-[c:45]3[c:46]([H:51])[c:50]([H:52])[c:48]([H:53])[c:49]([H:54])[c:47]3[H:55])[c:29]2[C:44]([H:66])([H:67])[H:68])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35](-[c:40]3[c:56]([H:61])[c:60]([H:62])[c:58]([H:63])[c:59]([H:64])[c:57]3[H:65])[c:28]([C:41]([H:69])([H:70])[H:71])[n+:43]2[O:25]1
172,2dbp5,9.946025163,R,[Si@OH17-2]1([O+]=[C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])[H])([C](=[C]=[C]([H])[H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]([H])[c](-[c]3[c]([H])[c]([H])[c]([H])[c]([H])[c]3[H])[c]2[C]([H])([H])[H])-[c]2[c]([H])[c]([H])[c](-[c]3[c]([H])[c]([H])[c]([H])[c]([H])[c]3[H])[c]([C]([H])([H])[H])[n+]2[O]1>>[Si-]1([O][C@]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])([H])[C]([C]#[C][H])([H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]([H])[c](-[c]3[c]([H])[c]([H])[c]([H])[c]([H])[c]3[H])[c]2[C]([H])([H])[H])-[c]2[c]([H])[c]([H])[c](-[c]3[c]([H])[c]([H])[c]([H])[c]([H])[c]3[H])[c]([C]([H])([H])[H])[n+]2[O]1,[Si@OH17-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30](-[c:45]3[c:46]([H:51])[c:50]([H:52])[c:48]([H:53])[c:49]([H:54])[c:47]3[H:55])[c:29]2[C:44]([H:66])([H:67])[H:68])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35](-[c:40]3[c:56]([H:61])[c:60]([H:62])[c:58]([H:63])[c:59]([H:64])[c:57]3[H:65])[c:28]([C:41]([H:69])([H:70])[H:71])[n+:43]2[O:25]1>>[Si-:1]1([O:2][C@:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])([H:5])[C:16]([C:17]#[C:20][H:21])([H:18])[H:19])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30](-[c:45]3[c:46]([H:51])[c:50]([H:52])[c:48]([H:53])[c:49]([H:54])[c:47]3[H:55])[c:29]2[C:44]([H:66])([H:67])[H:68])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35](-[c:40]3[c:56]([H:61])[c:60]([H:62])[c:58]([H:63])[c:59]([H:64])[c:57]3[H:65])[c:28]([C:41]([H:69])([H:70])[H:71])[n+:43]2[O:25]1
173,2dbp1,8.888671699,S,[Si@OH6-2]1([O+]=[C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])[H])([C](=[C]=[C]([H])[H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]([H])[c](-[c]3[c]([H])[c]([H])[c]([H])[c]([H])[c]3[H])[c]2[C]([H])([H])[H])-[c]2[c]([H])[c]([H])[c](-[c]3[c]([H])[c]([H])[c]([H])[c]([H])[c]3[H])[c]([C]([H])([H])[H])[n+]2[O]1>>[Si-]1([O][C@@]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])([H])[C]([C]#[C][H])([H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]([H])[c](-[c]3[c]([H])[c]([H])[c]([H])[c]([H])[c]3[H])[c]2[C]([H])([H])[H])-[c]2[c]([H])[c]([H])[c](-[c]3[c]([H])[c]([H])[c]([H])[c]([H])[c]3[H])[c]([C]([H])([H])[H])[n+]2[O]1,[Si@OH6-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30](-[c:45]3[c:46]([H:51])[c:50]([H:52])[c:48]([H:53])[c:49]([H:54])[c:47]3[H:55])[c:29]2[C:44]([H:66])([H:67])[H:68])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35](-[c:40]3[c:56]([H:61])[c:60]([H:62])[c:58]([H:63])[c:59]([H:64])[c:57]3[H:65])[c:28]([C:41]([H:69])([H:70])[H:71])[n+:43]2[O:25]1>>[Si-:1]1([O:2][C@@:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])([H:5])[C:16]([C:17]#[C:20][H:21])([H:18])[H:19])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30](-[c:45]3[c:46]([H:51])[c:50]([H:52])[c:48]([H:53])[c:49]([H:54])[c:47]3[H:55])[c:29]2[C:44]([H:66])([H:67])[H:68])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35](-[c:40]3[c:56]([H:61])[c:60]([H:62])[c:58]([H:63])[c:59]([H:64])[c:57]3[H:65])[c:28]([C:41]([H:69])([H:70])[H:71])[n+:43]2[O:25]1
174,2dbp2,6.4156568620000005,S,[Si@OH16-2]1([O+]=[C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])[H])([C](=[C]=[C]([H])[H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]([H])[c](-[c]3[c]([H])[c]([H])[c]([H])[c]([H])[c]3[H])[c]2[C]([H])([H])[H])-[c]2[c]([H])[c]([H])[c](-[c]3[c]([H])[c]([H])[c]([H])[c]([H])[c]3[H])[c]([C]([H])([H])[H])[n+]2[O]1>>[Si-]1([O][C@@]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])([H])[C]([C]#[C][H])([H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]([H])[c](-[c]3[c]([H])[c]([H])[c]([H])[c]([H])[c]3[H])[c]2[C]([H])([H])[H])-[c]2[c]([H])[c]([H])[c](-[c]3[c]([H])[c]([H])[c]([H])[c]([H])[c]3[H])[c]([C]([H])([H])[H])[n+]2[O]1,[Si@OH16-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30](-[c:45]3[c:46]([H:51])[c:50]([H:52])[c:48]([H:53])[c:49]([H:54])[c:47]3[H:55])[c:29]2[C:44]([H:66])([H:67])[H:68])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35](-[c:40]3[c:56]([H:61])[c:60]([H:62])[c:58]([H:63])[c:59]([H:64])[c:57]3[H:65])[c:28]([C:41]([H:69])([H:70])[H:71])[n+:43]2[O:25]1>>[Si-:1]1([O:2][C@@:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])([H:5])[C:16]([C:17]#[C:20][H:21])([H:18])[H:19])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30](-[c:45]3[c:46]([H:51])[c:50]([H:52])[c:48]([H:53])[c:49]([H:54])[c:47]3[H:55])[c:29]2[C:44]([H:66])([H:67])[H:68])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35](-[c:40]3[c:56]([H:61])[c:60]([H:62])[c:58]([H:63])[c:59]([H:64])[c:57]3[H:65])[c:28]([C:41]([H:69])([H:70])[H:71])[n+:43]2[O:25]1
175,2dbp3,8.743089501,S,[Si@OH5-2]1([O+]=[C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])[H])([C](=[C]=[C]([H])[H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]([H])[c](-[c]3[c]([H])[c]([H])[c]([H])[c]([H])[c]3[H])[c]2[C]([H])([H])[H])-[c]2[c]([H])[c]([H])[c](-[c]3[c]([H])[c]([H])[c]([H])[c]([H])[c]3[H])[c]([C]([H])([H])[H])[n+]2[O]1>>[Si-]1([O][C@@]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])([H])[C]([C]#[C][H])([H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]([H])[c](-[c]3[c]([H])[c]([H])[c]([H])[c]([H])[c]3[H])[c]2[C]([H])([H])[H])-[c]2[c]([H])[c]([H])[c](-[c]3[c]([H])[c]([H])[c]([H])[c]([H])[c]3[H])[c]([C]([H])([H])[H])[n+]2[O]1,[Si@OH5-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30](-[c:45]3[c:46]([H:51])[c:50]([H:52])[c:48]([H:53])[c:49]([H:54])[c:47]3[H:55])[c:29]2[C:44]([H:66])([H:67])[H:68])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35](-[c:40]3[c:56]([H:61])[c:60]([H:62])[c:58]([H:63])[c:59]([H:64])[c:57]3[H:65])[c:28]([C:41]([H:69])([H:70])[H:71])[n+:43]2[O:25]1>>[Si-:1]1([O:2][C@@:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])([H:5])[C:16]([C:17]#[C:20][H:21])([H:18])[H:19])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30](-[c:45]3[c:46]([H:51])[c:50]([H:52])[c:48]([H:53])[c:49]([H:54])[c:47]3[H:55])[c:29]2[C:44]([H:66])([H:67])[H:68])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35](-[c:40]3[c:56]([H:61])[c:60]([H:62])[c:58]([H:63])[c:59]([H:64])[c:57]3[H:65])[c:28]([C:41]([H:69])([H:70])[H:71])[n+:43]2[O:25]1
176,2dbp4,9.292160291,S,[Si@OH1-2]1([O+]=[C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])[H])([C](=[C]=[C]([H])[H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]([H])[c](-[c]3[c]([H])[c]([H])[c]([H])[c]([H])[c]3[H])[c]2[C]([H])([H])[H])-[c]2[c]([H])[c]([H])[c](-[c]3[c]([H])[c]([H])[c]([H])[c]([H])[c]3[H])[c]([C]([H])([H])[H])[n+]2[O]1>>[Si-]1([O][C@@]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])([H])[C]([C]#[C][H])([H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]([H])[c](-[c]3[c]([H])[c]([H])[c]([H])[c]([H])[c]3[H])[c]2[C]([H])([H])[H])-[c]2[c]([H])[c]([H])[c](-[c]3[c]([H])[c]([H])[c]([H])[c]([H])[c]3[H])[c]([C]([H])([H])[H])[n+]2[O]1,[Si@OH1-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30](-[c:45]3[c:46]([H:51])[c:50]([H:52])[c:48]([H:53])[c:49]([H:54])[c:47]3[H:55])[c:29]2[C:44]([H:66])([H:67])[H:68])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35](-[c:40]3[c:56]([H:61])[c:60]([H:62])[c:58]([H:63])[c:59]([H:64])[c:57]3[H:65])[c:28]([C:41]([H:69])([H:70])[H:71])[n+:43]2[O:25]1>>[Si-:1]1([O:2][C@@:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])([H:5])[C:16]([C:17]#[C:20][H:21])([H:18])[H:19])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30](-[c:45]3[c:46]([H:51])[c:50]([H:52])[c:48]([H:53])[c:49]([H:54])[c:47]3[H:55])[c:29]2[C:44]([H:66])([H:67])[H:68])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35](-[c:40]3[c:56]([H:61])[c:60]([H:62])[c:58]([H:63])[c:59]([H:64])[c:57]3[H:65])[c:28]([C:41]([H:69])([H:70])[H:71])[n+:43]2[O:25]1
177,2dbp5,12.82441112,S,[Si@OH17-2]1([O+]=[C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])[H])([C](=[C]=[C]([H])[H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]([H])[c](-[c]3[c]([H])[c]([H])[c]([H])[c]([H])[c]3[H])[c]2[C]([H])([H])[H])-[c]2[c]([H])[c]([H])[c](-[c]3[c]([H])[c]([H])[c]([H])[c]([H])[c]3[H])[c]([C]([H])([H])[H])[n+]2[O]1>>[Si-]1([O][C@@]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])([H])[C]([C]#[C][H])([H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]([H])[c](-[c]3[c]([H])[c]([H])[c]([H])[c]([H])[c]3[H])[c]2[C]([H])([H])[H])-[c]2[c]([H])[c]([H])[c](-[c]3[c]([H])[c]([H])[c]([H])[c]([H])[c]3[H])[c]([C]([H])([H])[H])[n+]2[O]1,[Si@OH17-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30](-[c:45]3[c:46]([H:51])[c:50]([H:52])[c:48]([H:53])[c:49]([H:54])[c:47]3[H:55])[c:29]2[C:44]([H:66])([H:67])[H:68])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35](-[c:40]3[c:56]([H:61])[c:60]([H:62])[c:58]([H:63])[c:59]([H:64])[c:57]3[H:65])[c:28]([C:41]([H:69])([H:70])[H:71])[n+:43]2[O:25]1>>[Si-:1]1([O:2][C@@:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])([H:5])[C:16]([C:17]#[C:20][H:21])([H:18])[H:19])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30](-[c:45]3[c:46]([H:51])[c:50]([H:52])[c:48]([H:53])[c:49]([H:54])[c:47]3[H:55])[c:29]2[C:44]([H:66])([H:67])[H:68])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35](-[c:40]3[c:56]([H:61])[c:60]([H:62])[c:58]([H:63])[c:59]([H:64])[c:57]3[H:65])[c:28]([C:41]([H:69])([H:70])[H:71])[n+:43]2[O:25]1
178,2ebp1,8.510910996,R,[Si@OH24-2]1([O+]=[C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])[H])([C](=[C]=[C]([H])[H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]([H])[c](-[c]3[c]([H])[c]([H])[c]([H])[c]([H])[c]3[H])[c]2[C]([F])([F])[F])-[c]2[c]([H])[c]([H])[c](-[c]3[c]([H])[c]([H])[c]([H])[c]([H])[c]3[H])[c]([C]([F])([F])[F])[n+]2[O]1>>[Si-]1([O][C@]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])([H])[C]([C]#[C][H])([H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]([H])[c](-[c]3[c]([H])[c]([H])[c]([H])[c]([H])[c]3[H])[c]2[C]([F])([F])[F])-[c]2[c]([H])[c]([H])[c](-[c]3[c]([H])[c]([H])[c]([H])[c]([H])[c]3[H])[c]([C]([F])([F])[F])[n+]2[O]1,[Si@OH24-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30](-[c:45]3[c:52]([H:57])[c:56]([H:58])[c:54]([H:59])[c:55]([H:60])[c:53]3[H:61])[c:29]2[C:44]([F:46])([F:47])[F:48])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35](-[c:40]3[c:62]([H:67])[c:66]([H:68])[c:64]([H:69])[c:65]([H:70])[c:63]3[H:71])[c:28]([C:41]([F:49])([F:50])[F:51])[n+:43]2[O:25]1>>[Si-:1]1([O:2][C@:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])([H:5])[C:16]([C:17]#[C:20][H:21])([H:18])[H:19])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30](-[c:45]3[c:52]([H:57])[c:56]([H:58])[c:54]([H:59])[c:55]([H:60])[c:53]3[H:61])[c:29]2[C:44]([F:46])([F:47])[F:48])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35](-[c:40]3[c:62]([H:67])[c:66]([H:68])[c:64]([H:69])[c:65]([H:70])[c:63]3[H:71])[c:28]([C:41]([F:49])([F:50])[F:51])[n+:43]2[O:25]1
179,2ebp2,6.01216827,R,[Si@OH21-2]1([O+]=[C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])[H])([C](=[C]=[C]([H])[H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]([H])[c](-[c]3[c]([H])[c]([H])[c]([H])[c]([H])[c]3[H])[c]2[C]([F])([F])[F])-[c]2[c]([H])[c]([H])[c](-[c]3[c]([H])[c]([H])[c]([H])[c]([H])[c]3[H])[c]([C]([F])([F])[F])[n+]2[O]1>>[Si-]1([O][C@]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])([H])[C]([C]#[C][H])([H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]([H])[c](-[c]3[c]([H])[c]([H])[c]([H])[c]([H])[c]3[H])[c]2[C]([F])([F])[F])-[c]2[c]([H])[c]([H])[c](-[c]3[c]([H])[c]([H])[c]([H])[c]([H])[c]3[H])[c]([C]([F])([F])[F])[n+]2[O]1,[Si@OH21-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30](-[c:45]3[c:52]([H:57])[c:56]([H:58])[c:54]([H:59])[c:55]([H:60])[c:53]3[H:61])[c:29]2[C:44]([F:46])([F:47])[F:48])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35](-[c:40]3[c:62]([H:67])[c:66]([H:68])[c:64]([H:69])[c:65]([H:70])[c:63]3[H:71])[c:28]([C:41]([F:49])([F:50])[F:51])[n+:43]2[O:25]1>>[Si-:1]1([O:2][C@:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])([H:5])[C:16]([C:17]#[C:20][H:21])([H:18])[H:19])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30](-[c:45]3[c:52]([H:57])[c:56]([H:58])[c:54]([H:59])[c:55]([H:60])[c:53]3[H:61])[c:29]2[C:44]([F:46])([F:47])[F:48])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35](-[c:40]3[c:62]([H:67])[c:66]([H:68])[c:64]([H:69])[c:65]([H:70])[c:63]3[H:71])[c:28]([C:41]([F:49])([F:50])[F:51])[n+:43]2[O:25]1
