rxn_smiles,Eafw
[C+:1]([C:2]([C+:3]([Si+2:4]1([Cl:5])([Cl:6])([O:7][C-:8]([C-:9]2[C+:10]([H:35])[C+:11]([H:36])[C-:12]([H:37])[C-:13]([H:38])[C-:14]2[H:39])[H:34])[O:15][N:16]2[C+:17]([H:40])[C-:18]([H:41])[C-:19]([H:42])[C+:20]([H:43])[C-:21]2[c+:22]2[c+:23]([H:44])[c-:24]([H:45])[c+:25]([H:46])[c-:26]([H:47])[n:27]2[O:28]1)[H:33])([H:31])[H:32])([H:29])[H:30]>>[CH2:1]([CH3:2])[CH2:15][CH:10]([C-:12]1[CH-:9][CH-:16][CH-:14][CH+:28][CH+:23]1)[O:20][Si+:18]1([Cl:7])([Cl:17])[O:4][n:22]2[c+:11]([cH-:5][cH+:13][cH-:26][cH+:27]2)-[c+:6]2[cH-:21][cH+:3][cH+:8][cH-:25][n:24]2[O:19]1,8.86357132
[C+:1]([C:2]([C+:3]([Si+2:4]1([Cl:5])([Cl:6])([O:7][C-:8]([C-:9]2[C+:10]([H:35])[C+:11]([H:36])[C-:12]([H:37])[C-:13]([H:38])[C-:14]2[H:39])[H:34])[O:15][N:16]2[C+:17]([H:40])[C-:18]([H:41])[C-:19]([H:42])[C+:20]([H:43])[C-:21]2[c+:22]2[c+:23]([H:44])[c-:24]([H:45])[c+:25]([H:46])[c-:26]([H:47])[n:27]2[O:28]1)[H:33])([H:31])[H:32])([H:29])[H:30]>>[CH2:1]([CH3:2])[CH2:15][CH:10]([C-:12]1[CH-:9][CH-:16][CH-:14][CH+:28][CH+:23]1)[O:20][Si+:18]1([Cl:7])([Cl:17])[O:4][n:22]2[c+:11]([cH-:5][cH+:13][cH-:26][cH+:27]2)-[c+:6]2[cH-:21][cH+:3][cH+:8][cH-:25][n:24]2[O:19]1,7.124115057999999
[C+:1]([C:2]([C+:3]([Si+2:4]1([Cl:5])([Cl:6])([O:7][C-:8]([C-:9]2[C+:10]([H:35])[C+:11]([H:36])[C-:12]([H:37])[C-:13]([H:38])[C-:14]2[H:39])[H:34])[O:15][N:16]2[C+:17]([H:40])[C-:18]([H:41])[C-:19]([H:42])[C+:20]([H:43])[C-:21]2[c+:22]2[c+:23]([H:44])[c-:24]([H:45])[c+:25]([H:46])[c-:26]([H:47])[n:27]2[O:28]1)[H:33])([H:31])[H:32])([H:29])[H:30]>>[CH2:1]([CH3:2])[CH2:15][CH:10]([C-:12]1[CH-:9][CH-:16][CH-:14][CH+:28][CH+:23]1)[O:20][Si+:18]1([Cl:7])([Cl:17])[O:4][n:22]2[c+:11]([cH-:5][cH+:13][cH-:26][cH+:27]2)-[c+:6]2[cH-:21][cH+:3][cH+:8][cH-:25][n:24]2[O:19]1,9.561361855
[C+:1]([C:2]([C+:3]([Si+2:4]1([Cl:5])([Cl:6])([O:7][C-:8]([C-:9]2[C+:10]([H:35])[C+:11]([H:36])[C-:12]([H:37])[C-:13]([H:38])[C-:14]2[H:39])[H:34])[O:15][N:16]2[C+:17]([H:40])[C-:18]([H:41])[C-:19]([H:42])[C+:20]([H:43])[C-:21]2[c+:22]2[c+:23]([H:44])[c-:24]([H:45])[c+:25]([H:46])[c-:26]([H:47])[n:27]2[O:28]1)[H:33])([H:31])[H:32])([H:29])[H:30]>>[CH2:1]([CH3:2])[CH2:15][CH:10]([C-:12]1[CH-:9][CH-:16][CH-:14][CH+:28][CH+:23]1)[O:20][Si+:18]1([Cl:7])([Cl:17])[O:4][n:22]2[c+:11]([cH-:5][cH+:13][cH-:26][cH+:27]2)-[c+:6]2[cH-:21][cH+:3][cH+:8][cH-:25][n:24]2[O:19]1,9.332948407
[C+:1]([C:2]([C+:3]([Si+2:4]1([Cl:5])([Cl:6])([O:7][C-:8]([C-:9]2[C+:10]([H:35])[C+:11]([H:36])[C-:12]([H:37])[C-:13]([H:38])[C-:14]2[H:39])[H:34])[O:15][N:16]2[C+:17]([H:40])[C-:18]([H:41])[C-:19]([H:42])[C+:20]([H:43])[C-:21]2[c+:22]2[c+:23]([H:44])[c-:24]([H:45])[c+:25]([H:46])[c-:26]([H:47])[n:27]2[O:28]1)[H:33])([H:31])[H:32])([H:29])[H:30]>>[CH2:1]([CH3:2])[CH2:15][CH:10]([C-:12]1[CH-:9][CH-:16][CH-:14][CH+:28][CH+:23]1)[O:20][Si+:18]1([Cl:7])([Cl:17])[O:4][n:22]2[c+:11]([cH-:5][cH+:13][cH-:26][cH+:27]2)-[c+:6]2[cH-:21][cH+:3][cH+:8][cH-:25][n:24]2[O:19]1,9.594619857
[C+:1]([C:2]([C+:3]([Si+2:4]1([Cl:5])([Cl:6])([O:7][C-:8]([C-:9]2[C+:10]([H:35])[C+:11]([H:36])[C-:12]([H:37])[C-:13]([H:38])[C-:14]2[H:39])[H:34])[O:15][N:16]2[C+:17]([H:40])[C-:18]([H:41])[C-:19]([H:42])[C+:20]([H:43])[C-:21]2[c+:22]2[c+:23]([H:44])[c-:24]([H:45])[c+:25]([H:46])[c-:26]([H:47])[n:27]2[O:28]1)[H:33])([H:31])[H:32])([H:29])[H:30]>>[CH2:1]([CH3:2])[CH2:15][CH:10]([C-:12]1[CH-:9][CH-:16][CH-:14][CH+:28][CH+:23]1)[O:20][Si+:18]1([Cl:7])([Cl:17])[O:4][n:22]2[c+:11]([cH-:5][cH+:13][cH-:26][cH+:27]2)-[c+:6]2[cH-:21][cH+:3][cH+:8][cH-:25][n:24]2[O:19]1,8.962717817
[C+:1]([C:2]([C+:3]([Si+2:4]1([Cl:5])([Cl:6])([O:7][C-:8]([C-:9]2[C+:10]([H:35])[C+:11]([H:36])[C-:12]([H:37])[C-:13]([H:38])[C-:14]2[H:39])[H:34])[O:15][N:16]2[C+:17]([H:40])[C-:18]([H:41])[C-:19]([H:42])[C+:20]([H:43])[C-:21]2[c+:22]2[c+:23]([H:44])[c-:24]([H:45])[c+:25]([H:46])[c-:26]([H:47])[n:27]2[O:28]1)[H:33])([H:31])[H:32])([H:29])[H:30]>>[CH2:1]([CH3:2])[CH2:15][CH:10]([C-:12]1[CH-:9][CH-:16][CH-:14][CH+:28][CH+:23]1)[O:20][Si+:18]1([Cl:7])([Cl:17])[O:4][n:22]2[c+:11]([cH-:5][cH+:13][cH-:26][cH+:27]2)-[c+:6]2[cH-:21][cH+:3][cH+:8][cH-:25][n:24]2[O:19]1,7.294170126
[C+:1]([C:2]([C+:3]([Si+2:4]1([Cl:5])([Cl:6])([O:7][C-:8]([C-:9]2[C+:10]([H:35])[C+:11]([H:36])[C-:12]([H:37])[C-:13]([H:38])[C-:14]2[H:39])[H:34])[O:15][N:16]2[C+:17]([H:40])[C-:18]([H:41])[C-:19]([H:42])[C+:20]([H:43])[C-:21]2[c+:22]2[c+:23]([H:44])[c-:24]([H:45])[c+:25]([H:46])[c-:26]([H:47])[n:27]2[O:28]1)[H:33])([H:31])[H:32])([H:29])[H:30]>>[CH2:1]([CH3:2])[CH2:15][CH:10]([C-:12]1[CH-:9][CH-:16][CH-:14][CH+:28][CH+:23]1)[O:20][Si+:18]1([Cl:7])([Cl:17])[O:4][n:22]2[c+:11]([cH-:5][cH+:13][cH-:26][cH+:27]2)-[c+:6]2[cH-:21][cH+:3][cH+:8][cH-:25][n:24]2[O:19]1,9.641055559
[C+:1]([C:2]([C+:3]([Si+2:4]1([Cl:5])([Cl:6])([O:7][C-:8]([C-:9]2[C+:10]([H:35])[C+:11]([H:36])[C-:12]([H:37])[C-:13]([H:38])[C-:14]2[H:39])[H:34])[O:15][N:16]2[C+:17]([H:40])[C-:18]([H:41])[C-:19]([H:42])[C+:20]([H:43])[C-:21]2[c+:22]2[c+:23]([H:44])[c-:24]([H:45])[c+:25]([H:46])[c-:26]([H:47])[n:27]2[O:28]1)[H:33])([H:31])[H:32])([H:29])[H:30]>>[CH2:1]([CH3:2])[CH2:15][CH:10]([C-:12]1[CH-:9][CH-:16][CH-:14][CH+:28][CH+:23]1)[O:20][Si+:18]1([Cl:7])([Cl:17])[O:4][n:22]2[c+:11]([cH-:5][cH+:13][cH-:26][cH+:27]2)-[c+:6]2[cH-:21][cH+:3][cH+:8][cH-:25][n:24]2[O:19]1,9.870724026
[C+:1]([C:2]([C+:3]([Si+2:4]1([Cl:5])([Cl:6])([O:7][C-:8]([C-:9]2[C+:10]([H:35])[C+:11]([H:36])[C-:12]([H:37])[C-:13]([H:38])[C-:14]2[H:39])[H:34])[O:15][N:16]2[C+:17]([H:40])[C-:18]([H:41])[C-:19]([H:42])[C+:20]([H:43])[C-:21]2[c+:22]2[c+:23]([H:44])[c-:24]([H:45])[c+:25]([H:46])[c-:26]([H:47])[n:27]2[O:28]1)[H:33])([H:31])[H:32])([H:29])[H:30]>>[CH2:1]([CH3:2])[CH2:15][CH:10]([C-:12]1[CH-:9][CH-:16][CH-:14][CH+:28][CH+:23]1)[O:20][Si+:18]1([Cl:7])([Cl:17])[O:4][n:22]2[c+:11]([cH-:5][cH+:13][cH-:26][cH+:27]2)-[c+:6]2[cH-:21][cH+:3][cH+:8][cH-:25][n:24]2[O:19]1,9.474765548
[C+:1]([C:2]([C+:3]([Si+2:4]1([Cl:5])([Cl:6])([O:7][C-:8]([C-:9]2[C+:10]([H:35])[C+:11]([H:36])[C-:12]([H:37])[C-:13]([H:38])[C-:14]2[H:39])[H:34])[O:15][N:16]2[C+:17]([H:40])[C-:18]([H:41])[C-:19]([H:42])[C+:20]([H:43])[C-:21]2[c+:22]2[c+:23]([H:44])[c-:24]([H:45])[c+:25]([H:46])[c-:26]([H:47])[n:27]2[O:28]1)[H:33])([H:31])[H:32])([H:29])[H:30]>>[CH2:1]([CH3:2])[CH2:15][CH:10]([C-:12]1[CH-:9][CH-:16][CH-:14][CH+:28][CH+:23]1)[O:20][Si+:18]1([Cl:7])([Cl:17])[O:4][n:22]2[c+:11]([cH-:5][cH+:13][cH-:26][cH+:27]2)-[c+:6]2[cH-:21][cH+:3][cH+:8][cH-:25][n:24]2[O:19]1,8.734304369
[C+:1]([C:2]([C+:3]([Si+2:4]1([Cl:5])([Cl:6])([O:7][C-:8]([C-:9]2[C+:10]([H:35])[C+:11]([H:36])[C-:12]([H:37])[C-:13]([H:38])[C-:14]2[H:39])[H:34])[O:15][N:16]2[C+:17]([H:40])[C-:18]([H:41])[C-:19]([H:42])[C+:20]([H:43])[C-:21]2[c+:22]2[c+:23]([H:44])[c-:24]([H:45])[c+:25]([H:46])[c-:26]([H:47])[n:27]2[O:28]1)[H:33])([H:31])[H:32])([H:29])[H:30]>>[CH2:1]([CH3:2])[CH2:15][CH:10]([C-:12]1[CH-:9][CH-:16][CH-:14][CH+:28][CH+:23]1)[O:20][Si+:18]1([Cl:7])([Cl:17])[O:4][n:22]2[c+:11]([cH-:5][cH+:13][cH-:26][cH+:27]2)-[c+:6]2[cH-:21][cH+:3][cH+:8][cH-:25][n:24]2[O:19]1,7.106544792999999
[C+:1]([C:2]([C+:3]([Si+2:4]1([Cl:5])([Cl:6])([O:7][C-:8]([C-:9]2[C+:10]([H:35])[C+:11]([H:36])[C-:12]([H:37])[C-:13]([H:38])[C-:14]2[H:39])[H:34])[O:15][N:16]2[C+:17]([H:40])[C-:18]([H:41])[C-:19]([H:42])[C+:20]([H:43])[C-:21]2[c+:22]2[c+:23]([H:44])[c-:24]([H:45])[c+:25]([H:46])[c-:26]([H:47])[n:27]2[O:28]1)[H:33])([H:31])[H:32])([H:29])[H:30]>>[CH2:1]([CH3:2])[CH2:15][CH:10]([C-:12]1[CH-:9][CH-:16][CH-:14][CH+:28][CH+:23]1)[O:20][Si+:18]1([Cl:7])([Cl:17])[O:4][n:22]2[c+:11]([cH-:5][cH+:13][cH-:26][cH+:27]2)-[c+:6]2[cH-:21][cH+:3][cH+:8][cH-:25][n:24]2[O:19]1,12.58909507
[C+:1]([C:2]([C+:3]([Si+2:4]1([Cl:5])([Cl:6])([O:7][C-:8]([C-:9]2[C+:10]([H:35])[C+:11]([H:36])[C-:12]([H:37])[C-:13]([H:38])[C-:14]2[H:39])[H:34])[O:15][N:16]2[C+:17]([H:40])[C-:18]([H:41])[C-:19]([H:42])[C+:20]([H:43])[C-:21]2[c+:22]2[c+:23]([H:44])[c-:24]([H:45])[c+:25]([H:46])[c-:26]([H:47])[n:27]2[O:28]1)[H:33])([H:31])[H:32])([H:29])[H:30]>>[CH2:1]([CH3:2])[CH2:15][CH:10]([C-:12]1[CH-:9][CH-:16][CH-:14][CH+:28][CH+:23]1)[O:20][Si+:18]1([Cl:7])([Cl:17])[O:4][n:22]2[c+:11]([cH-:5][cH+:13][cH-:26][cH+:27]2)-[c+:6]2[cH-:21][cH+:3][cH+:8][cH-:25][n:24]2[O:19]1,9.861311384
[C+:1]([C:2]([C+:3]([Si+2:4]1([Cl:5])([Cl:6])([O:7][C-:8]([C-:9]2[C+:10]([H:35])[C+:11]([H:36])[C-:12]([H:37])[C-:13]([H:38])[C-:14]2[H:39])[H:34])[O:15][N:16]2[C+:17]([H:40])[C-:18]([H:41])[C-:19]([H:42])[C+:20]([H:43])[C-:21]2[c+:22]2[c+:23]([H:44])[c-:24]([H:45])[c+:25]([H:46])[c-:26]([H:47])[n:27]2[O:28]1)[H:33])([H:31])[H:32])([H:29])[H:30]>>[CH2:1]([CH3:2])[CH2:15][CH:10]([C-:12]1[CH-:9][CH-:16][CH-:14][CH+:28][CH+:23]1)[O:20][Si+:18]1([Cl:7])([Cl:17])[O:4][n:22]2[c+:11]([cH-:5][cH+:13][cH-:26][cH+:27]2)-[c+:6]2[cH-:21][cH+:3][cH+:8][cH-:25][n:24]2[O:19]1,10.07654713
[C+:1]([C:2]([C+:3]([Si+2:4]1([Cl:5])([Cl:6])([O:7][C-:8]([C-:9]2[C+:10]([H:35])[C+:11]([H:36])[C-:12]([H:37])[C-:13]([H:38])[C-:14]2[H:39])[H:34])[O:15][N:16]2[C+:17]([H:40])[C-:18]([H:41])[C-:19]([H:42])[C+:20]([H:43])[C-:21]2[c+:22]2[c+:23]([H:44])[c-:24]([H:45])[c+:25]([H:46])[c-:26]([H:47])[n:27]2[O:28]1)[H:33])([H:31])[H:32])([H:29])[H:30]>>[CH2:1]([CH3:2])[CH2:15][CH:10]([C-:12]1[CH-:9][CH-:16][CH-:14][CH+:28][CH+:23]1)[O:20][Si+:18]1([Cl:7])([Cl:17])[O:4][n:22]2[c+:11]([cH-:5][cH+:13][cH-:26][cH+:27]2)-[c+:6]2[cH-:21][cH+:3][cH+:8][cH-:25][n:24]2[O:19]1,8.7562672
[C+:1]([C:2]([C+:3]([Si+2:4]1([Cl:5])([Cl:6])([O:7][C-:8]([C-:9]2[C+:10]([H:35])[C+:11]([H:36])[C-:12]([H:37])[C-:13]([H:38])[C-:14]2[H:39])[H:34])[O:15][N:16]2[C+:17]([H:40])[C-:18]([H:41])[C-:19]([H:42])[C+:20]([H:43])[C-:21]2[c+:22]2[c+:23]([H:44])[c-:24]([H:45])[c+:25]([H:46])[c-:26]([H:47])[n:27]2[O:28]1)[H:33])([H:31])[H:32])([H:29])[H:30]>>[CH2:1]([CH3:2])[CH2:15][CH:10]([C-:12]1[CH-:9][CH-:16][CH-:14][CH+:28][CH+:23]1)[O:20][Si+:18]1([Cl:7])([Cl:17])[O:4][n:22]2[c+:11]([cH-:5][cH+:13][cH-:26][cH+:27]2)-[c+:6]2[cH-:21][cH+:3][cH+:8][cH-:25][n:24]2[O:19]1,7.220751517
[C+:1]([C:2]([C+:3]([Si+2:4]1([Cl:5])([Cl:6])([O:7][C-:8]([C-:9]2[C+:10]([H:35])[C+:11]([H:36])[C-:12]([H:37])[C-:13]([H:38])[C-:14]2[H:39])[H:34])[O:15][N:16]2[C+:17]([H:40])[C-:18]([H:41])[C-:19]([H:42])[C+:20]([H:43])[C-:21]2[c+:22]2[c+:23]([H:44])[c-:24]([H:45])[c+:25]([H:46])[c-:26]([H:47])[n:27]2[O:28]1)[H:33])([H:31])[H:32])([H:29])[H:30]>>[CH2:1]([CH3:2])[CH2:15][CH:10]([C-:12]1[CH-:9][CH-:16][CH-:14][CH+:28][CH+:23]1)[O:20][Si+:18]1([Cl:7])([Cl:17])[O:4][n:22]2[c+:11]([cH-:5][cH+:13][cH-:26][cH+:27]2)-[c+:6]2[cH-:21][cH+:3][cH+:8][cH-:25][n:24]2[O:19]1,8.228531732999999
[C+:1]([C:2]([C+:3]([Si+2:4]1([Cl:5])([Cl:6])([O:7][C-:8]([C-:9]2[C+:10]([H:35])[C+:11]([H:36])[C-:12]([H:37])[C-:13]([H:38])[C-:14]2[H:39])[H:34])[O:15][N:16]2[C+:17]([H:40])[C-:18]([H:41])[C-:19]([H:42])[C+:20]([H:43])[C-:21]2[c+:22]2[c+:23]([H:44])[c-:24]([H:45])[c+:25]([H:46])[c-:26]([H:47])[n:27]2[O:28]1)[H:33])([H:31])[H:32])([H:29])[H:30]>>[CH2:1]([CH3:2])[CH2:15][CH:10]([C-:12]1[CH-:9][CH-:16][CH-:14][CH+:28][CH+:23]1)[O:20][Si+:18]1([Cl:7])([Cl:17])[O:4][n:22]2[c+:11]([cH-:5][cH+:13][cH-:26][cH+:27]2)-[c+:6]2[cH-:21][cH+:3][cH+:8][cH-:25][n:24]2[O:19]1,9.644193106
[C+:1]([C:2]([C+:3]([Si+2:4]1([Cl:5])([Cl:6])([O:7][C-:8]([C-:9]2[C+:10]([H:35])[C+:11]([H:36])[C-:12]([H:37])[C-:13]([H:38])[C-:14]2[H:39])[H:34])[O:15][N:16]2[C+:17]([H:40])[C-:18]([H:41])[C-:19]([H:42])[C+:20]([H:43])[C-:21]2[c+:22]2[c+:23]([H:44])[c-:24]([H:45])[c+:25]([H:46])[c-:26]([H:47])[n:27]2[O:28]1)[H:33])([H:31])[H:32])([H:29])[H:30]>>[CH2:1]([CH3:2])[CH2:15][CH:10]([C-:12]1[CH-:9][CH-:16][CH-:14][CH+:28][CH+:23]1)[O:20][Si+:18]1([Cl:7])([Cl:17])[O:4][n:22]2[c+:11]([cH-:5][cH+:13][cH-:26][cH+:27]2)-[c+:6]2[cH-:21][cH+:3][cH+:8][cH-:25][n:24]2[O:19]1,9.67494107
