,label,reactants,products,EA Reactant MP2,EA lowest conformer MP2,lowest energy conformer filenames,product_file
10,A_A_A_C_B_B,A_A_A_C_B_0,A_A_A_C_0_B,-38.173994500008114,-38.010423279301904,reactant-conformers/A_A_A_C_B_0/00.xyz,product-conformers/sn2/A_A_A_C_0_B/00.xyz
11,A_A_A_C_B_D,A_A_A_C_B_0,A_A_A_C_0_D,4.551803995622323,4.7153752162121245,reactant-conformers/A_A_A_C_B_0/00.xyz,product-conformers/sn2/A_A_A_C_0_D/00.xyz
12,A_A_A_C_C_C,A_A_A_C_C_0,A_A_A_C_0_C,-1.980546186445281,-1.8162525363732132,reactant-conformers/A_A_A_C_C_0/00.xyz,product-conformers/sn2/A_A_A_C_0_C/00.xyz
13,A_A_A_C_C_D,A_A_A_C_C_0,A_A_A_C_0_D,-0.4006378627382219,-0.2363442126661539,reactant-conformers/A_A_A_C_C_0/00.xyz,product-conformers/sn2/A_A_A_C_0_D/00.xyz
14,A_A_A_D_A_A,A_A_A_D_A_0,A_A_A_D_0_A,4.6934681918403385,4.8417167914496995,reactant-conformers/A_A_A_D_A_0/01.xyz,product-conformers/sn2/A_A_A_D_0_A/00.xyz
15,A_A_A_D_A_B,A_A_A_D_A_0,A_A_A_D_0_B,-12.678405917591592,-12.53015731798223,reactant-conformers/A_A_A_D_A_0/01.xyz,product-conformers/sn2/A_A_A_D_0_B/01.xyz
16,A_A_A_D_B_A,A_A_A_D_B_0,A_A_A_D_0_A,-11.36274701338948,-11.35938072064414,reactant-conformers/A_A_A_D_B_0/01.xyz,product-conformers/sn2/A_A_A_D_0_A/00.xyz
17,A_A_A_D_B_B,A_A_A_D_B_0,A_A_A_D_0_B,-29.52564678258932,-29.52228048984398,reactant-conformers/A_A_A_D_B_0/01.xyz,product-conformers/sn2/A_A_A_D_0_B/01.xyz
18,A_A_A_D_C_D,A_A_A_D_C_0,A_A_A_D_0_D,4.824102234095335,4.8443071632646015,reactant-conformers/A_A_A_D_C_0/00.xyz,product-conformers/sn2/A_A_A_D_0_D/00.xyz
19,A_A_A_E_A_A,A_A_A_E_A_0,A_A_A_E_0_A,3.7354183007603297,3.94822366725316,reactant-conformers/A_A_A_E_A_0/04.xyz,product-conformers/sn2/A_A_A_E_0_A/02.xyz
20,A_A_A_E_A_B,A_A_A_E_A_0,A_A_A_E_0_B,-14.466134703536227,-14.253329337043395,reactant-conformers/A_A_A_E_A_0/04.xyz,product-conformers/sn2/A_A_A_E_0_B/04.xyz
21,A_A_A_E_A_C,A_A_A_E_A_0,A_A_A_E_0_C,29.235354670323428,29.44816003681626,reactant-conformers/A_A_A_E_A_0/04.xyz,product-conformers/sn2/A_A_A_E_0_C/07.xyz
22,A_A_A_E_B_A,A_A_A_E_B_0,A_A_A_E_0_A,-9.980143922201703,-9.77326066785713,reactant-conformers/A_A_A_E_B_0/07.xyz,product-conformers/sn2/A_A_A_E_0_A/02.xyz
23,A_A_A_E_B_B,A_A_A_E_B_0,A_A_A_E_0_B,-27.408844985759057,-27.201961731414485,reactant-conformers/A_A_A_E_B_0/07.xyz,product-conformers/sn2/A_A_A_E_0_B/04.xyz
24,A_A_A_E_C_A,A_A_A_E_C_0,A_A_A_E_0_A,-13.700432722219148,-13.47510917507566,reactant-conformers/A_A_A_E_C_0/07.xyz,product-conformers/sn2/A_A_A_E_0_A/02.xyz
25,A_A_A_E_C_D,A_A_A_E_C_0,A_A_A_E_0_D,5.676536245970056,5.9018597931135455,reactant-conformers/A_A_A_E_C_0/07.xyz,product-conformers/sn2/A_A_A_E_0_D/07.xyz
26,A_A_B_A_B_C,A_A_B_A_B_0,A_A_B_A_0_C,1.746021856321022,2.0019710088381544,reactant-conformers/A_A_B_A_B_0/02.xyz,product-conformers/sn2/A_A_B_A_0_C/02.xyz
27,A_A_B_A_B_D,A_A_B_A_B_0,A_A_B_A_0_D,3.6086054474581033,3.864554599858821,reactant-conformers/A_A_B_A_B_0/02.xyz,product-conformers/sn2/A_A_B_A_0_D/02.xyz
28,A_A_B_A_C_B,A_A_B_A_C_0,A_A_B_A_0_B,-43.30127469432045,-43.114598955777176,reactant-conformers/A_A_B_A_C_0/02.xyz,product-conformers/sn2/A_A_B_A_0_B/02.xyz
29,A_A_B_A_C_C,A_A_B_A_C_0,A_A_B_A_0_C,-2.922325534280389,-2.735649795737117,reactant-conformers/A_A_B_A_C_0/02.xyz,product-conformers/sn2/A_A_B_A_0_C/02.xyz
30,A_A_B_A_C_D,A_A_B_A_C_0,A_A_B_A_0_D,-1.2990489732474089,-1.1123732347041368,reactant-conformers/A_A_B_A_C_0/02.xyz,product-conformers/sn2/A_A_B_A_0_D/02.xyz
31,A_A_B_B_A_A,A_A_B_B_A_0,A_A_B_B_0_A,-26.30129270528664,-26.13803759857069,reactant-conformers/A_A_B_B_A_0/02.xyz,product-conformers/sn2/A_A_B_B_0_A/00.xyz
32,A_A_B_B_A_B,A_A_B_B_A_0,A_A_B_B_0_B,-39.6017598724502,-39.43850476573425,reactant-conformers/A_A_B_B_A_0/02.xyz,product-conformers/sn2/A_A_B_B_0_B/02.xyz
33,A_A_B_B_B_B,A_A_B_B_B_0,A_A_B_B_0_B,-49.27230717747443,-49.203078090729825,reactant-conformers/A_A_B_B_B_0/19.xyz,product-conformers/sn2/A_A_B_B_0_B/02.xyz
34,A_A_B_B_B_C,A_A_B_B_B_0,A_A_B_B_0_C,-1.811350697884336,-1.7421216111397368,reactant-conformers/A_A_B_B_B_0/19.xyz,product-conformers/sn2/A_A_B_B_0_C/00.xyz
35,A_A_B_B_B_D,A_A_B_B_B_0,A_A_B_B_0_D,0.316015382995829,0.3852444696240127,reactant-conformers/A_A_B_B_B_0/19.xyz,product-conformers/sn2/A_A_B_B_0_D/02.xyz
36,A_A_B_B_C_B,A_A_B_B_C_0,A_A_B_B_0_B,-52.083343298691034,-52.04509753948514,reactant-conformers/A_A_B_B_C_0/02.xyz,product-conformers/sn2/A_A_B_B_0_B/02.xyz
37,A_A_B_B_C_C,A_A_B_B_C_0,A_A_B_B_0_C,-6.1571570760570475,-6.118911316851153,reactant-conformers/A_A_B_B_C_0/02.xyz,product-conformers/sn2/A_A_B_B_0_C/00.xyz
38,A_A_B_B_C_D,A_A_B_B_C_0,A_A_B_B_0_D,-4.279164134059101,-4.2409183748532095,reactant-conformers/A_A_B_B_C_0/02.xyz,product-conformers/sn2/A_A_B_B_0_D/02.xyz
39,A_A_B_C_A_A,A_A_B_C_A_0,A_A_B_C_0_A,-23.35131258255092,-22.869157358824626,reactant-conformers/A_A_B_C_A_0/03.xyz,product-conformers/sn2/A_A_B_C_0_A/03.xyz
40,A_A_B_C_A_B,A_A_B_C_A_0,A_A_B_C_0_B,-39.06729621130944,-38.585140987583145,reactant-conformers/A_A_B_C_A_0/03.xyz,product-conformers/sn2/A_A_B_C_0_B/03.xyz
41,A_A_B_C_B_A,A_A_B_C_B_0,A_A_B_C_0_A,-31.806787267206122,-31.36313270614005,reactant-conformers/A_A_B_C_B_0/01.xyz,product-conformers/sn2/A_A_B_C_0_A/03.xyz
42,A_A_B_C_B_B,A_A_B_C_B_0,A_A_B_C_0_B,-49.2555888204879,-48.811934259421825,reactant-conformers/A_A_B_C_B_0/01.xyz,product-conformers/sn2/A_A_B_C_0_B/03.xyz
43,A_A_B_C_B_C,A_A_B_C_B_0,A_A_B_C_0_C,-3.5373277692124248,-3.0936732081463565,reactant-conformers/A_A_B_C_B_0/01.xyz,product-conformers/sn2/A_A_B_C_0_C/01.xyz
44,A_A_B_C_C_A,A_A_B_C_C_0,A_A_B_C_0_A,-35.656053966372156,-35.21951100136607,reactant-conformers/A_A_B_C_C_0/01.xyz,product-conformers/sn2/A_A_B_C_0_A/03.xyz
45,A_A_B_C_C_B,A_A_B_C_C_0,A_A_B_C_0_B,-52.65105294511159,-52.2145099801055,reactant-conformers/A_A_B_C_C_0/01.xyz,product-conformers/sn2/A_A_B_C_0_B/03.xyz
46,A_A_B_C_C_C,A_A_B_C_C_0,A_A_B_C_0_C,-8.210560336476192,-7.774017371470108,reactant-conformers/A_A_B_C_C_0/01.xyz,product-conformers/sn2/A_A_B_C_0_C/01.xyz
47,A_A_B_C_C_D,A_A_B_C_C_0,A_A_B_C_0_D,-6.358669655630366,-5.922126690624283,reactant-conformers/A_A_B_C_C_0/01.xyz,product-conformers/sn2/A_A_B_C_0_D/01.xyz
48,A_A_B_D_A_A,A_A_B_D_A_0,A_A_B_D_0_A,-10.301348360541622,-10.024250650424392,reactant-conformers/A_A_B_D_A_0/02.xyz,product-conformers/sn2/A_A_B_D_0_A/01.xyz
49,A_A_B_D_A_B,A_A_B_D_A_0,A_A_B_D_0_B,-28.150695056880068,-27.87359734676284,reactant-conformers/A_A_B_D_A_0/02.xyz,product-conformers/sn2/A_A_B_D_0_B/02.xyz
50,A_A_B_D_A_C,A_A_B_D_A_0,A_A_B_D_0_C,21.158186741522513,21.435284451639745,reactant-conformers/A_A_B_D_A_0/02.xyz,product-conformers/sn2/A_A_B_D_0_C/01.xyz
51,A_A_B_D_B_A,A_A_B_D_B_0,A_A_B_D_0_A,-21.506145269954462,-21.211247092399162,reactant-conformers/A_A_B_D_B_0/01.xyz,product-conformers/sn2/A_A_B_D_0_A/01.xyz
52,A_A_B_D_B_B,A_A_B_D_B_0,A_A_B_D_0_B,-39.642822768706544,-39.34792459115124,reactant-conformers/A_A_B_D_B_0/01.xyz,product-conformers/sn2/A_A_B_D_0_B/02.xyz
53,A_A_B_D_B_C,A_A_B_D_B_0,A_A_B_D_0_C,3.5067581020994107,3.801656279654708,reactant-conformers/A_A_B_D_B_0/01.xyz,product-conformers/sn2/A_A_B_D_0_C/01.xyz
54,A_A_B_D_B_D,A_A_B_D_B_0,A_A_B_D_0_D,5.364082132698968,5.658980310196058,reactant-conformers/A_A_B_D_B_0/01.xyz,product-conformers/sn2/A_A_B_D_0_D/01.xyz
55,A_A_B_D_C_A,A_A_B_D_C_0,A_A_B_D_0_A,-25.144712615986236,-24.878751615988907,reactant-conformers/A_A_B_D_C_0/01.xyz,product-conformers/sn2/A_A_B_D_0_A/01.xyz
56,A_A_B_D_C_C,A_A_B_D_C_0,A_A_B_D_0_C,-1.3861182841937991,-1.1201572841964662,reactant-conformers/A_A_B_D_C_0/01.xyz,product-conformers/sn2/A_A_B_D_0_C/01.xyz
57,A_A_B_D_C_D,A_A_B_D_C_0,A_A_B_D_0_D,0.23980023502372205,0.5057612350210547,reactant-conformers/A_A_B_D_C_0/01.xyz,product-conformers/sn2/A_A_B_D_0_D/01.xyz
58,A_A_B_E_A_A,A_A_B_E_A_0,A_A_B_E_0_A,-10.238794527186428,-10.11428383591806,reactant-conformers/A_A_B_E_A_0/04.xyz,product-conformers/sn2/A_A_B_E_0_A/01.xyz
59,A_A_B_E_A_B,A_A_B_E_A_0,A_A_B_E_0_B,-29.55978044168296,-29.43526975041459,reactant-conformers/A_A_B_E_A_0/04.xyz,product-conformers/sn2/A_A_B_E_0_B/04.xyz
60,A_A_B_E_A_C,A_A_B_E_A_0,A_A_B_E_0_C,17.279239457508083,17.403750148776453,reactant-conformers/A_A_B_E_A_0/04.xyz,product-conformers/sn2/A_A_B_E_0_C/04.xyz
61,A_A_B_E_A_D,A_A_B_E_A_0,A_A_B_E_0_D,20.268397227395326,20.392907918663692,reactant-conformers/A_A_B_E_A_0/04.xyz,product-conformers/sn2/A_A_B_E_0_D/06.xyz
62,A_A_B_E_B_A,A_A_B_E_B_0,A_A_B_E_0_A,-21.01607598328951,-20.867324815417987,reactant-conformers/A_A_B_E_B_0/04.xyz,product-conformers/sn2/A_A_B_E_0_A/01.xyz
63,A_A_B_E_B_B,A_A_B_E_B_0,A_A_B_E_0_B,-39.48499590821302,-39.3362447403415,reactant-conformers/A_A_B_E_B_0/04.xyz,product-conformers/sn2/A_A_B_E_0_B/04.xyz
64,A_A_B_E_B_C,A_A_B_E_B_0,A_A_B_E_0_C,2.1157253829878755,2.2644765508593987,reactant-conformers/A_A_B_E_B_0/04.xyz,product-conformers/sn2/A_A_B_E_0_C/04.xyz
65,A_A_B_E_B_D,A_A_B_E_B_0,A_A_B_E_0_D,3.836173554649577,3.984924722462893,reactant-conformers/A_A_B_E_B_0/04.xyz,product-conformers/sn2/A_A_B_E_0_D/06.xyz
66,A_A_B_E_C_B,A_A_B_E_C_0,A_A_B_E_0_B,-42.705300980996974,-42.55940007539903,reactant-conformers/A_A_B_E_C_0/06.xyz,product-conformers/sn2/A_A_B_E_0_B/04.xyz
67,A_A_B_E_C_C,A_A_B_E_C_0,A_A_B_E_0_C,-2.441088566789404,-2.295187661191449,reactant-conformers/A_A_B_E_C_0/06.xyz,product-conformers/sn2/A_A_B_E_0_C/04.xyz
68,A_A_B_E_C_D,A_A_B_E_C_0,A_A_B_E_0_D,-0.9331504644360392,-0.7872495588380843,reactant-conformers/A_A_B_E_C_0/06.xyz,product-conformers/sn2/A_A_B_E_0_D/06.xyz
69,A_A_C_A_A_A,A_A_C_A_A_0,A_A_C_A_0_A,-6.521375551523987,-6.36987449478579,reactant-conformers/A_A_C_A_A_0/00.xyz,product-conformers/sn2/A_A_C_A_0_A/00.xyz
70,A_A_C_A_A_B,A_A_C_A_A_0,A_A_C_A_0_B,-24.521454619643922,-24.369953562905717,reactant-conformers/A_A_C_A_A_0/00.xyz,product-conformers/sn2/A_A_C_A_0_B/00.xyz
71,A_A_C_A_A_D,A_A_C_A_A_0,A_A_C_A_0_D,27.57853296259418,27.73003401933238,reactant-conformers/A_A_C_A_A_0/00.xyz,product-conformers/sn2/A_A_C_A_0_D/00.xyz
72,A_A_C_A_B_A,A_A_C_A_B_0,A_A_C_A_0_A,-20.902457174840265,-20.738885954192256,reactant-conformers/A_A_C_A_B_0/00.xyz,product-conformers/sn2/A_A_C_A_0_A/00.xyz
73,A_A_C_A_B_B,A_A_C_A_B_0,A_A_C_A_0_B,-38.17219152236793,-38.00862030171993,reactant-conformers/A_A_C_A_B_0/00.xyz,product-conformers/sn2/A_A_C_A_0_B/00.xyz
74,A_A_C_A_C_C,A_A_C_A_C_0,A_A_C_A_0_C,-1.9805933425668627,-1.816299685044214,reactant-conformers/A_A_C_A_C_0/00.xyz,product-conformers/sn2/A_A_C_A_0_C/00.xyz
75,A_A_C_A_C_D,A_A_C_A_C_0,A_A_C_A_0_D,-0.4008190617896617,-0.2365254042670131,reactant-conformers/A_A_C_A_C_0/00.xyz,product-conformers/sn2/A_A_C_A_0_D/00.xyz
76,A_A_C_B_A_A,A_A_C_B_A_0,A_A_C_B_0_A,-23.25210744089668,-22.878846299538736,reactant-conformers/A_A_C_B_A_0/03.xyz,product-conformers/sn2/A_A_C_B_0_A/03.xyz
77,A_A_C_B_A_B,A_A_C_B_A_0,A_A_C_B_0_B,-38.954855013806075,-38.58159387244814,reactant-conformers/A_A_C_B_A_0/03.xyz,product-conformers/sn2/A_A_C_B_0_B/03.xyz
78,A_A_C_B_B_A,A_A_C_B_B_0,A_A_C_B_0_A,-31.80706202424585,-31.362007646351003,reactant-conformers/A_A_C_B_B_0/01.xyz,product-conformers/sn2/A_A_C_B_0_A/03.xyz
79,A_A_C_B_B_B,A_A_C_B_B_0,A_A_C_B_0_B,-49.26010636093997,-48.81505198304512,reactant-conformers/A_A_C_B_B_0/01.xyz,product-conformers/sn2/A_A_C_B_0_B/03.xyz
80,A_A_C_B_B_C,A_A_C_B_B_0,A_A_C_B_0_C,-3.539126010262408,-3.0940716323675588,reactant-conformers/A_A_C_B_B_0/01.xyz,product-conformers/sn2/A_A_C_B_0_C/01.xyz
81,A_A_C_B_B_D,A_A_C_B_B_0,A_A_C_B_0_D,-1.4495319519191983,-1.0044775740243497,reactant-conformers/A_A_C_B_B_0/01.xyz,product-conformers/sn2/A_A_C_B_0_D/01.xyz
82,A_A_C_B_C_A,A_A_C_B_C_0,A_A_C_B_0_A,-35.662150316168436,-35.223035610276156,reactant-conformers/A_A_C_B_C_0/01.xyz,product-conformers/sn2/A_A_C_B_0_A/03.xyz
83,A_A_C_B_C_B,A_A_C_B_C_0,A_A_C_B_0_B,-52.65400323882204,-52.214888532929756,reactant-conformers/A_A_C_B_C_0/01.xyz,product-conformers/sn2/A_A_C_B_0_B/03.xyz
84,A_A_C_B_C_C,A_A_C_B_C_0,A_A_C_B_0_C,-8.210606441833079,-7.771491735940798,reactant-conformers/A_A_C_B_C_0/01.xyz,product-conformers/sn2/A_A_C_B_0_C/01.xyz
85,A_A_C_B_C_D,A_A_C_B_C_0,A_A_C_B_0_D,-6.362199563998729,-5.923084858106448,reactant-conformers/A_A_C_B_C_0/01.xyz,product-conformers/sn2/A_A_C_B_0_D/01.xyz
86,A_A_C_C_A_B,A_A_C_C_A_0,A_A_C_C_0_B,-37.945197254412044,-37.78564934120368,reactant-conformers/A_A_C_C_A_0/00.xyz,product-conformers/sn2/A_A_C_C_0_B/00.xyz
87,A_A_C_C_B_B,A_A_C_C_B_0,A_A_C_C_0_B,-48.59094389608799,-48.42607706790296,reactant-conformers/A_A_C_C_B_0/00.xyz,product-conformers/sn2/A_A_C_C_0_B/00.xyz
88,A_A_C_C_B_C,A_A_C_C_B_0,A_A_C_C_0_C,-2.5034433460677974,-2.338576517882757,reactant-conformers/A_A_C_C_B_0/00.xyz,product-conformers/sn2/A_A_C_C_0_C/00.xyz
89,A_A_C_C_B_D,A_A_C_C_B_0,A_A_C_C_0_D,-0.36124822427518666,-0.19638139614835384,reactant-conformers/A_A_C_C_B_0/00.xyz,product-conformers/sn2/A_A_C_C_0_D/00.xyz
90,A_A_C_C_C_A,A_A_C_C_C_0,A_A_C_C_0_A,-35.22564658428996,-34.95729353604361,reactant-conformers/A_A_C_C_C_0/00.xyz,product-conformers/sn2/A_A_C_C_0_A/00.xyz
91,A_A_C_C_C_B,A_A_C_C_C_0,A_A_C_C_0_B,-52.21529159839702,-51.946938550150655,reactant-conformers/A_A_C_C_C_0/00.xyz,product-conformers/sn2/A_A_C_C_0_B/00.xyz
92,A_A_C_C_C_C,A_A_C_C_C_0,A_A_C_C_0_C,-7.377518100896849,-7.1091650526504955,reactant-conformers/A_A_C_C_C_0/00.xyz,product-conformers/sn2/A_A_C_C_0_C/00.xyz
93,A_A_C_C_C_D,A_A_C_C_C_0,A_A_C_C_0_D,-5.4871989293023935,-5.2188458810560405,reactant-conformers/A_A_C_C_C_0/00.xyz,product-conformers/sn2/A_A_C_C_0_D/00.xyz
94,A_A_C_D_A_B,A_A_C_D_A_0,A_A_C_D_0_B,-25.82951108240377,-25.557459453899355,reactant-conformers/A_A_C_D_A_0/01.xyz,product-conformers/sn2/A_A_C_D_0_B/01.xyz
95,A_A_C_D_A_C,A_A_C_D_A_0,A_A_C_D_0_C,23.27818113937974,23.550232767942358,reactant-conformers/A_A_C_D_A_0/01.xyz,product-conformers/sn2/A_A_C_D_0_C/01.xyz
96,A_A_C_D_B_A,A_A_C_D_B_0,A_A_C_D_0_A,-20.83174783706886,-20.575083622180273,reactant-conformers/A_A_C_D_B_0/01.xyz,product-conformers/sn2/A_A_C_D_0_A/00.xyz
97,A_A_C_D_B_B,A_A_C_D_B_0,A_A_C_D_0_B,-38.68504905973532,-38.428384844846725,reactant-conformers/A_A_C_D_B_0/01.xyz,product-conformers/sn2/A_A_C_D_0_B/01.xyz
98,A_A_C_D_B_C,A_A_C_D_B_0,A_A_C_D_0_C,4.315607456956059,4.572271671844646,reactant-conformers/A_A_C_D_B_0/01.xyz,product-conformers/sn2/A_A_C_D_0_C/01.xyz
99,A_A_C_D_B_D,A_A_C_D_B_0,A_A_C_D_0_D,6.221987970173359,6.4786521850619465,reactant-conformers/A_A_C_D_B_0/01.xyz,product-conformers/sn2/A_A_C_D_0_D/01.xyz
100,A_A_C_D_C_A,A_A_C_D_C_0,A_A_C_D_0_A,-24.776957563119826,-24.482913627982956,reactant-conformers/A_A_C_D_C_0/01.xyz,product-conformers/sn2/A_A_C_D_0_A/00.xyz
101,A_A_C_D_C_B,A_A_C_D_C_0,A_A_C_D_0_B,-42.47419720846665,-42.18015327332978,reactant-conformers/A_A_C_D_C_0/01.xyz,product-conformers/sn2/A_A_C_D_0_B/01.xyz
102,A_A_C_D_C_C,A_A_C_D_C_0,A_A_C_D_0_C,-0.8164745711255819,-0.5224306359887123,reactant-conformers/A_A_C_D_C_0/01.xyz,product-conformers/sn2/A_A_C_D_0_C/01.xyz
103,A_A_C_D_C_D,A_A_C_D_C_0,A_A_C_D_0_D,0.8473189123906195,1.141362847527489,reactant-conformers/A_A_C_D_C_0/01.xyz,product-conformers/sn2/A_A_C_D_0_D/01.xyz
104,A_A_C_E_A_C,A_A_C_E_A_0,A_A_C_E_0_C,17.812307576765303,18.376034799031913,reactant-conformers/A_A_C_E_A_0/12.xyz,product-conformers/sn2/A_A_C_E_0_C/06.xyz
105,A_A_C_E_A_D,A_A_C_E_A_0,A_A_C_E_0_D,20.833007978508252,21.39673520065844,reactant-conformers/A_A_C_E_A_0/12.xyz,product-conformers/sn2/A_A_C_E_0_D/05.xyz
106,A_A_C_E_B_B,A_A_C_E_B_0,A_A_C_E_0_B,-39.346810287788685,-38.83209433923911,reactant-conformers/A_A_C_E_B_0/13.xyz,product-conformers/sn2/A_A_C_E_0_B/08.xyz
107,A_A_C_E_B_C,A_A_C_E_B_0,A_A_C_E_0_C,2.3317470859037708,2.8464630344533366,reactant-conformers/A_A_C_E_B_0/13.xyz,product-conformers/sn2/A_A_C_E_0_C/06.xyz
108,A_A_C_E_B_D,A_A_C_E_B_0,A_A_C_E_0_D,4.114038667175919,4.628754615783691,reactant-conformers/A_A_C_E_B_0/13.xyz,product-conformers/sn2/A_A_C_E_0_D/05.xyz
109,A_A_C_E_C_A,A_A_C_E_C_0,A_A_C_E_0_A,-24.698133243010265,-24.1701264260289,reactant-conformers/A_A_C_E_C_0/14.xyz,product-conformers/sn2/A_A_C_E_0_A/03.xyz
110,A_A_C_E_C_B,A_A_C_E_C_0,A_A_C_E_0_B,-42.804694927115634,-42.27668811013427,reactant-conformers/A_A_C_E_C_0/14.xyz,product-conformers/sn2/A_A_C_E_0_B/08.xyz
111,A_A_C_E_C_C,A_A_C_E_C_0,A_A_C_E_0_C,-2.4149040081538264,-1.8868971911724657,reactant-conformers/A_A_C_E_C_0/14.xyz,product-conformers/sn2/A_A_C_E_0_C/06.xyz
112,A_A_C_E_C_D,A_A_C_E_C_0,A_A_C_E_0_D,-0.8459307951852679,-0.3179239782039076,reactant-conformers/A_A_C_E_C_0/14.xyz,product-conformers/sn2/A_A_C_E_0_D/05.xyz
113,A_A_D_A_A_A,A_A_D_A_A_0,A_A_D_A_0_A,4.692398579825066,4.840647179434427,reactant-conformers/A_A_D_A_A_0/01.xyz,product-conformers/sn2/A_A_D_A_0_A/00.xyz
114,A_A_D_A_A_B,A_A_D_A_A_0,A_A_D_A_0_B,-12.675167498025985,-12.526918898416625,reactant-conformers/A_A_D_A_A_0/01.xyz,product-conformers/sn2/A_A_D_A_0_B/01.xyz
115,A_A_D_A_A_C,A_A_D_A_A_0,A_A_D_A_0_C,32.82625918008853,32.97450777969789,reactant-conformers/A_A_D_A_A_0/01.xyz,product-conformers/sn2/A_A_D_A_0_C/01.xyz
116,A_A_D_A_B_A,A_A_D_A_B_0,A_A_D_A_0_A,-11.36643562558561,-11.36306933254923,reactant-conformers/A_A_D_A_B_0/01.xyz,product-conformers/sn2/A_A_D_A_0_A/00.xyz
117,A_A_D_A_C_A,A_A_D_A_C_0,A_A_D_A_0_A,-14.95979119603976,-14.939586262213881,reactant-conformers/A_A_D_A_C_0/00.xyz,product-conformers/sn2/A_A_D_A_0_A/00.xyz
118,A_A_D_A_C_D,A_A_D_A_C_0,A_A_D_A_0_D,4.824046968482435,4.844251902308316,reactant-conformers/A_A_D_A_C_0/00.xyz,product-conformers/sn2/A_A_D_A_0_D/00.xyz
119,A_A_D_B_A_A,A_A_D_B_A_0,A_A_D_B_0_A,-10.234022283106924,-10.02569364191254,reactant-conformers/A_A_D_B_A_0/02.xyz,product-conformers/sn2/A_A_D_B_0_A/01.xyz
120,A_A_D_B_A_B,A_A_D_B_A_0,A_A_D_B_0_B,-28.082231587955903,-27.87390294676152,reactant-conformers/A_A_D_B_A_0/02.xyz,product-conformers/sn2/A_A_D_B_0_B/02.xyz
121,A_A_D_B_A_C,A_A_D_B_A_0,A_A_D_B_0_C,21.229843051987697,21.43817169318209,reactant-conformers/A_A_D_B_A_0/02.xyz,product-conformers/sn2/A_A_D_B_0_C/01.xyz
122,A_A_D_B_B_A,A_A_D_B_B_0,A_A_D_B_0_A,-21.51578772696189,-21.220885142213547,reactant-conformers/A_A_D_B_B_0/01.xyz,product-conformers/sn2/A_A_D_B_0_A/01.xyz
123,A_A_D_B_B_B,A_A_D_B_B_0,A_A_D_B_0_B,-39.65002892433404,-39.355126339585695,reactant-conformers/A_A_D_B_B_0/01.xyz,product-conformers/sn2/A_A_D_B_0_B/02.xyz
124,A_A_D_B_B_C,A_A_D_B_B_0,A_A_D_B_0_C,3.50908945890842,3.8039920436567622,reactant-conformers/A_A_D_B_B_0/01.xyz,product-conformers/sn2/A_A_D_B_0_C/01.xyz
125,A_A_D_B_C_A,A_A_D_B_C_0,A_A_D_B_0_A,-25.148313786596876,-24.882350930706483,reactant-conformers/A_A_D_B_C_0/01.xyz,product-conformers/sn2/A_A_D_B_0_A/01.xyz
