rxn_smiles,G_act
[CH3:10][C:11]([CH3:12])=[O+:13][NH-:14].[CH3:1][C:2]1=[C:3]([F:4])[CH:5]2[CH:6]=[CH:7][CH:8]1[O:9]2>>[F:1][C:6]1=[C:5]([CH3:12])[CH:10]2[CH:2]3[CH:4]([NH:9][O:14][C:13]3([CH3:3])[CH3:7])[CH:11]1[O:8]2,11.427268394409836
[CH3:10][C:11]([CH3:12])=[O+:13][NH-:14].[CH3:1][C:2]1=[C:3]([F:4])[CH:5]2[CH:6]=[CH:7][CH:8]1[O:9]2>>[F:1][C:6]12[C:5]([CH3:11])([C:7]([CH3:9])([CH3:12])[O:3][NH:10]1)[CH:13]1[CH:2]=[CH:4][CH:14]2[O:8]1,12.396244470703609
[CH2-:8][O+:9]=[C:10]([C:11]#[N:12])[C:13]([CH3:14])=[O:15].[CH3:1][C:2]#[C:3][C:4](=[O:5])[O:6][CH3:7]>>[C:1]([O:4][CH3:2])([C:6]1=[C:5]([CH3:14])[CH2:11][O:9][C:13]1([C:3]([CH3:7])=[O:8])[C:10]#[N:15])=[O:12],11.3613455186223
[CH2-:8][O+:9]=[C:10]([C:11]#[N:12])[C:13]([CH3:14])=[O:15].[CH3:1][C:2]#[C:3][C:4](=[O:5])[O:6][CH3:7]>>[C:1]([O:4][CH3:2])([C:6]1=[C:5]([CH3:12])[C:13]([C:3]#[N:7])([C:15](=[O:9])[CH3:14])[O:8][CH2:11]1)=[O:10],9.208923690716231
[CH3:9][CH:10]=[O+:11][CH-:12][C:13]([CH3:14])=[O:15].[F:1][C:2]1=[CH:3][CH:4]2[CH:5]=[CH:6][CH:7]1[O:8]2>>[CH:1]12[CH:6]3[C:5]([F:12])([CH:2]([CH:4]=[CH:9]1)[O:11]2)[CH:7]([C:15](=[O:10])[CH3:14])[O:3][CH:8]3[CH3:13],8.471905603499259
[CH3:9][CH:10]=[O+:11][CH-:12][C:13]([CH3:14])=[O:15].[F:1][C:2]1=[CH:3][CH:4]2[CH:5]=[CH:6][CH:7]1[O:8]2>>[CH:1]12[CH:6]=[C:5]([F:12])[CH:2]([CH:4]3[CH:8]([CH3:13])[O:3][CH:7]([C:15](=[O:10])[CH3:14])[CH:9]13)[O:11]2,9.38134669899998
[CH3:9][CH:10]=[O+:11][CH-:12][C:13]([CH3:14])=[O:15].[F:1][C:2]1=[CH:3][CH:4]2[CH:5]=[CH:6][CH:7]1[O:8]2>>[CH:1]12[CH:6]=[C:5]([F:15])[CH:2]([CH:4]3[CH:8]([C:11]([CH3:3])=[O:7])[O:9][CH:10]([CH3:12])[CH:13]13)[O:14]2,11.138215597379675
[CH3:10][C:11](=[O:12])[N:13]=[NH+:14][O-:15].[CH3:1][NH:2][C:3](=[O:4])[C:5]#[C:6][C:7]([CH3:8])=[O:9]>>[O:1]=[C:6]([NH:5][CH3:10])[C:13]1=[C:4]([C:2](=[O:8])[CH3:11])[N:12]([C:3]([CH3:7])=[O:15])[NH:14][O:9]1,30.527135917761505
[CH3:10][C:11](=[O:12])[N:13]=[NH+:14][O-:15].[CH3:1][NH:2][C:3](=[O:4])[C:5]#[C:6][C:7]([CH3:8])=[O:9]>>[O:1]=[C:6]([NH:5][CH3:13])[C:15]1=[C:4]([C:2](=[O:8])[CH3:14])[O:11][NH:3][N:7]1[C:12](=[O:9])[CH3:10],31.10197167892824
[CH2-:9][N+:10]#[C:11][C:12](=[O:13])[NH:14][CH3:15].[F:1][C:2]1=[CH:3][CH:4]2[CH2:5][CH2:6][CH:7]1[CH2:8]2>>[CH:1]12[CH:6]3[C:5]([F:12])([CH:2]([CH2:4][CH2:10]1)[CH2:11]2)[C:3]([C:7]([NH:14][CH3:9])=[O:15])=[N:13][CH2:8]3,15.297343111329251
[CH2-:9][N+:10]#[C:11][C:12](=[O:13])[NH:14][CH3:15].[F:1][C:2]1=[CH:3][CH:4]2[CH2:5][CH2:6][CH:7]1[CH2:8]2>>[CH:1]12[CH:6]3[C:5]([F:14])([CH:2]([CH2:4][CH2:12]1)[CH2:13]2)[CH2:11][N:10]=[C:8]3[C:15](=[O:3])[NH:7][CH3:9],15.650014255362608
[CH3:1][NH:2][C:3](=[O:4])[C:5]#[C:6][O:7][CH3:8].[CH3:9][CH-:10][O+:11]=[C:12]([CH3:13])[C:14]#[N:15]>>[O:1]=[C:6]([NH:5][CH3:15])[C:13]1=[C:4]([O:2][CH3:14])[C:8]([C:3]#[N:7])([CH3:11])[O:9][CH:10]1[CH3:12],10.15542011083826
[CH3:1][NH:2][C:3](=[O:4])[C:5]#[C:6][O:7][CH3:8].[CH3:9][CH-:10][O+:11]=[C:12]([CH3:13])[C:14]#[N:15]>>[O:1]=[C:6]([NH:5][CH3:12])[C:9]1=[C:4]([O:2][CH3:11])[CH:8]([CH3:13])[O:3][C:7]1([C:14]#[N:10])[CH3:15],11.25015930928999
[CH2-:12][N+:13]#[C:14][CH3:15].[CH3:1][O:2][C:3](=[O:4])[C:5]1=[CH:6][CH:7]2[CH2:8][CH2:9][CH:10]1[CH2:11]2>>[O:1]=[C:6]([O:5][CH3:14])[C:10]12[CH:4]([CH:2]3[CH2:3][CH:15]1[CH2:8][CH2:11]3)[C:7]([CH3:12])=[N:13][CH2:9]2,6.415957409353537
[CH2-:12][N+:13]#[C:14][CH3:15].[CH3:1][O:2][C:3](=[O:4])[C:5]1=[CH:6][CH:7]2[CH2:8][CH2:9][CH:10]1[CH2:11]2>>[O:1]=[C:6]([O:5][CH3:12])[C:10]12[CH:4]([CH:2]3[CH2:3][CH:13]1[CH2:8][CH2:11]3)[CH2:7][N:15]=[C:14]2[CH3:9],7.586041208705088
[CH3:1][C:2]#[C:3][F:4].[CH3:5][O:6][C:7](=[O:8])[C-:9]([C:10]#[N:11])[O+:12]=[C:13]([CH3:14])[CH3:15]>>[F:1][C:7]1=[C:9]([CH3:12])[C:15]([CH3:8])([CH3:14])[O:6][C:10]1([C:4]([O:2][CH3:11])=[O:5])[C:13]#[N:3],19.05139380688601
[CH3:1][C:2]#[C:3][F:4].[CH3:5][O:6][C:7](=[O:8])[C-:9]([C:10]#[N:11])[O+:12]=[C:13]([CH3:14])[CH3:15]>>[F:1][C:14]1=[C:13]([CH3:5])[C:12]([C:8]([O:3][CH3:15])=[O:11])([C:10]#[N:9])[O:6][C:7]1([CH3:2])[CH3:4],16.013833656619067
[CH3:4][O:5][C:6](=[O:7])[C-:8]([CH3:9])[O+:10]=[C:11]([CH3:12])[C:13]([CH3:14])=[O:15].[CH:1]#[C:2][CH3:3]>>[C:1]1([CH3:8])([C:11]([CH3:2])=[O:6])[C:12]([CH3:13])=[CH:5][C:4]([C:3](=[O:7])[O:14][CH3:9])([CH3:10])[O:15]1,13.28564364576996
[CH3:4][O:5][C:6](=[O:7])[C-:8]([CH3:9])[O+:10]=[C:11]([CH3:12])[C:13]([CH3:14])=[O:15].[CH:1]#[C:2][CH3:3]>>[C:1]1([CH3:7])([C:10]([O:8][CH3:2])=[O:11])[C:6]([CH3:5])=[CH:12][C:3]([CH3:4])([C:15](=[O:9])[CH3:14])[O:13]1,14.271153794696234
[CH2-:5][NH+:6]=[C:7]([C:8](=[O:9])[NH:10][CH3:11])[C:12](=[O:13])[NH:14][CH3:15].[CH:1]#[C:2][O:3][CH3:4]>>[CH3:1][O:6][C:5]1=[CH:12][C:2]([C:7]([NH:14][CH3:9])=[O:15])([C:11](=[O:8])[NH:13][CH3:3])[NH:4][CH2:10]1,17.32430303227943
[CH2-:5][NH+:6]=[C:7]([C:8](=[O:9])[NH:10][CH3:11])[C:12](=[O:13])[NH:14][CH3:15].[CH:1]#[C:2][O:3][CH3:4]>>[CH3:1][O:8][C:7]1=[CH:14][CH2:11][NH:6][C:12]1([C:4](=[O:2])[NH:13][CH3:10])[C:15](=[O:3])[NH:9][CH3:5],17.048859455659617
[CH3:1][O:2]/[C:3]([F:4])=[C:5](\[F:6])[O:7][CH3:8].[CH:9]#[N+:10][N-:11][C:12](=[O:13])[O:14][CH3:15]>>[F:1][C@@:6]1([O:5][CH3:14])[CH:11]=[N:10][N:8]([C:15](=[O:3])[O:7][CH3:9])[C@:12]1([O:2][CH3:13])[F:4],17.53554198212799
[CH3:1][O:2][C:3]#[C:4][C:5]#[N:6].[N:7]#[C:8][CH-:9][N+:10]#[C:11][c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1>>[C:1]1([C:14]#[N:4])=[C:6]([O:5][CH3:17])[CH:10]([C:8]#[N:13])[N:7]=[C:2]1[c:15]1[cH:11][cH:16][cH:3][cH:9][cH:12]1,13.02534968232846
[CH3:1][O:2][C:3]#[C:4][C:5]#[N:6].[N:7]#[C:8][CH-:9][N+:10]#[C:11][c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1>>[C:1]1([C:10]#[N:4])=[C:6]([O:5][CH3:13])[C:3]([c:12]2[cH:7][cH:16][cH:14][cH:17][cH:9]2)=[N:15][CH:2]1[C:11]#[N:8],13.939306376283724
[CH2-:9][NH+:10]=[C:11]([CH3:12])[C:13](=[O:14])[O:15][CH3:16].[CH:1]#[C:2][c:3]1[cH:4][cH:5][cH:6][cH:7][cH:8]1>>[cH:1]1[c:6]([C:5]2=[CH:15][CH2:11][NH:16][C:8]2([C:3]([O:7][CH3:9])=[O:14])[CH3:10])[cH:13][cH:2][cH:4][cH:12]1,15.484566741124024
[CH2-:9][NH+:10]=[C:11]([CH3:12])[C:13](=[O:14])[O:15][CH3:16].[CH:1]#[C:2][c:3]1[cH:4][cH:5][cH:6][cH:7][cH:8]1>>[cH:1]1[c:6]([C:5]2=[CH:13][C:3]([C:7]([O:14][CH3:9])=[O:16])([CH3:12])[NH:15][CH2:8]2)[cH:11][cH:2][cH:4][cH:10]1,20.155791709079747
[CH2-:4][N+:5]([CH3:6])=[C:7]([C:8]([CH3:9])=[O:10])[c:11]1[cH:12][cH:13][cH:14][cH:15][cH:16]1.[CH:1]#[C:2][CH3:3]>>[C:1]1([C:13](=[O:2])[CH3:7])([c:14]2[cH:10][cH:15][cH:3][cH:6][cH:11]2)[N:4]([CH3:5])[CH2:12][CH:16]=[C:8]1[CH3:9],20.34783468522847
[CH2-:4][N+:5]([CH3:6])=[C:7]([C:8]([CH3:9])=[O:10])[c:11]1[cH:12][cH:13][cH:14][cH:15][cH:16]1.[CH:1]#[C:2][CH3:3]>>[CH2:1]1[C:5]([CH3:6])=[CH:13][C:2]([c:3]2[cH:9][cH:14][cH:16][cH:7][cH:12]2)([C:11]([CH3:8])=[O:15])[N:10]1[CH3:4],22.442453469565987
[CH3:1][O:2][C:3]#[C:4][Cl:5].[CH3:6][NH:7][C:8](=[O:9])[C:10]#[N+:11][C-:12]([CH3:13])[C:14]#[N:15]>>[C:1]1([Cl:9])=[C:10]([O:5][CH3:12])[C:8]([C:14]#[N:6])([CH3:15])[N:3]=[C:4]1[C:2]([NH:11][CH3:7])=[O:13],18.46758123759725
[CH3:1][O:2][C:3]#[C:4][Cl:5].[CH3:6][NH:7][C:8](=[O:9])[C:10]#[N+:11][C-:12]([CH3:13])[C:14]#[N:15]>>[C:1]1([Cl:11])=[C:12]([O:5][CH3:8])[C:3]([C:13]([NH:9][CH3:6])=[O:15])=[N:7][C:4]1([CH3:2])[C:10]#[N:14],17.67543556453713
[CH3:10][N-:11][NH+:12]=[C:13]([C:14]#[N:15])[C:16]#[N:17].[N:1]#[C:2][C:3]1=[CH:4][CH:5]2[CH:6]=[CH:7][CH:8]1[O:9]2>>[CH:1]1=[C:6]([C:5]#[N:16])[CH:14]2[CH:2]3[CH:4]([N:11]([CH3:9])[NH:17][C:12]3([C:3]#[N:15])[C:7]#[N:10])[CH:13]1[O:8]2,19.572652101984943
[CH3:10][N-:11][NH+:12]=[C:13]([C:14]#[N:15])[C:16]#[N:17].[N:1]#[C:2][C:3]1=[CH:4][CH:5]2[CH:6]=[CH:7][CH:8]1[O:9]2>>[CH:1]12[C:6]([C:5]#[N:13])([C:7]([C:16]#[N:9])([C:17]#[N:14])[NH:12][N:15]1[CH3:3])[CH:10]1[CH:2]=[CH:4][CH:11]2[O:8]1,17.683164028743533
[CH3:10][N-:11][NH+:12]=[C:13]([C:14]#[N:15])[C:16]#[N:17].[N:1]#[C:2][C:3]1=[CH:4][CH:5]2[CH:6]=[CH:7][CH:8]1[O:9]2>>[CH:1]12[C:6]([C:5]#[N:16])([N:11]([CH3:9])[NH:17][C:12]1([C:3]#[N:15])[C:7]#[N:10])[CH:14]1[CH:2]=[CH:4][CH:13]2[O:8]1,27.994604551773524
[CH3:10][N-:11][NH+:12]=[C:13]([C:14]#[N:15])[C:16]#[N:17].[N:1]#[C:2][C:3]1=[CH:4][CH:5]2[CH:6]=[CH:7][CH:8]1[O:9]2>>[CH:1]1=[C:6]([C:5]#[N:13])[CH:10]2[CH:2]3[CH:4]([C:7]([C:16]#[N:9])([C:17]#[N:14])[NH:12][N:15]3[CH3:3])[CH:11]1[O:8]2,26.10978038531342
[CH3:1][C:2]#[C:3][F:4].[CH3:5][NH:6][C:7](=[O:8])[C:9](=[NH+:10][CH-:11][C:12]#[N:13])[C:14]([CH3:15])=[O:16]>>[F:1][C:7]1=[C:9]([CH3:10])[CH:13]([C:11]#[N:8])[NH:6][C:14]1([C:4]([NH:2][CH3:15])=[O:5])[C:12]([CH3:3])=[O:16],20.9041930848647
[CH3:1][C:2]#[C:3][F:4].[CH3:5][NH:6][C:7](=[O:8])[C:9](=[NH+:10][CH-:11][C:12]#[N:13])[C:14]([CH3:15])=[O:16]>>[F:1][C:12]1=[C:11]([CH3:8])[C:10]([C:15]([NH:3][CH3:5])=[O:13])([C:16](=[O:9])[CH3:14])[NH:6][CH:7]1[C:4]#[N:2],17.256123060102045
[CH3:1][C:2](=[O:3])[C:4]#[C:5][Cl:6].[CH3:7][C-:8]([C:9]#[N:10])[O+:11]=[C:12]([C:13]#[N:14])[C:15]#[N:16]>>[C:1]1([C:5](=[O:6])[CH3:13])=[C:10]([Cl:4])[C:2]([C:7]#[N:15])([CH3:11])[O:3][C:12]1([C:8]#[N:16])[C:14]#[N:9],13.297472777458475
[CH3:1][C:2](=[O:3])[C:4]#[C:5][Cl:6].[CH3:7][C-:8]([C:9]#[N:10])[O+:11]=[C:12]([C:13]#[N:14])[C:15]#[N:16]>>[C:1]1([C:5](=[O:6])[CH3:8])=[C:15]([Cl:4])[C:2]([C:9]#[N:3])([C:16]#[N:13])[O:11][C:12]1([C:7]#[N:14])[CH3:10],11.831835747200772
[CH:1]#[C:2][C:3](=[O:4])[NH:5][CH3:6].[N:7]#[C:8][CH:9]=[O+:10][CH-:11][c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1>>[O:1]=[C:6]([C:5]1=[CH:17][CH:10]([C:8]#[N:13])[O:7][CH:2]1[c:15]1[cH:11][cH:16][cH:3][cH:9][cH:12]1)[NH:14][CH3:4],8.070255542791125
[CH:1]#[C:2][C:3](=[O:4])[NH:5][CH3:6].[N:7]#[C:8][CH:9]=[O+:10][CH-:11][c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1>>[O:1]=[C:6]([C:5]1=[CH:13][CH:3]([c:12]2[cH:7][cH:16][cH:14][cH:17][cH:9]2)[O:15][CH:2]1[C:11]#[N:8])[NH:10][CH3:4],9.462376475896525
[CH3:1][O:2][C:3]#[C:4][Cl:5].[CH:6]#[N+:7][C-:8]([C:9]([CH3:10])=[O:11])[C:12](=[O:13])[NH:14][CH3:15]>>[C:1]1([Cl:12])=[C:8]([O:5][CH3:14])[CH:11]=[N:7][C:4]1([C:2](=[O:10])[CH3:13])[C:15](=[O:3])[NH:9][CH3:6],22.232592237225763
[CH3:1][O:2][C:3]#[C:4][Cl:5].[CH:6]#[N+:7][C-:8]([C:9]([CH3:10])=[O:11])[C:12](=[O:13])[NH:14][CH3:15]>>[C:1]1([Cl:10])=[C:6]([O:5][CH3:12])[C:11]([C:7]([NH:14][CH3:9])=[O:15])([C:8](=[O:3])[CH3:13])[N:2]=[CH:4]1,13.734438783562386
[CH3:11][C:12](=[O:13])[C:14]#[N+:15][O-:16].[CH3:1][O:2][C:3]1=[C:4]([CH3:5])[CH:6]2[CH2:7][CH2:8][CH:9]1[CH2:10]2>>[C:1]12([CH3:10])[C:3]([C:12]([CH3:7])=[O:16])=[N:13][O:9][C:6]1([O:5][CH3:11])[CH:8]1[CH2:14][CH2:2][CH:4]2[CH2:15]1,20.23764580562148
[CH3:11][C:12](=[O:13])[C:14]#[N+:15][O-:16].[CH3:1][O:2][C:3]1=[C:4]([CH3:5])[CH:6]2[CH2:7][CH2:8][CH:9]1[CH2:10]2>>[C:1]12([CH3:10])[O:3][N:15]=[C:7]([C:13](=[O:9])[CH3:12])[C:6]1([O:5][CH3:14])[CH:8]1[CH2:11][CH:4]2[CH2:2][CH2:16]1,18.500640402566127
[CH2-:10][N+:11]#[C:12][C:13](=[O:14])[NH:15][CH3:16].[CH3:1][C:2]1=[C:3]([CH3:4])[CH:5]2[CH2:6][CH2:7][CH:8]1[CH2:9]2>>[CH3:1][C:6]12[C:5]([CH3:13])([CH:11]3[CH2:2][CH2:4][CH:10]1[CH2:8]3)[C:12]([C:7]([NH:14][CH3:9])=[O:16])=[N:3][CH2:15]2,27.353254478983946
